series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_117__age_4__activity_1,117,4,35-44,1,fairly_active,0.1584762205208172,True,borough_age_activity,9,1,0.1584762205208172,0,6,117,35-44__fairly_active,Gradient Boosting,0.06978405422578765,0.06978405422578765,False,observed_year8,6.978405422578765,-8.869216629502954
borough_117__age_4__activity_2,117,4,35-44,2,active,0.2925657479030797,True,borough_age_activity,9,1,0.2925657479030797,0,6,117,35-44__active,Gradient Boosting,0.11926541128309194,0.11926541128309194,False,observed_year8,11.926541128309195,-17.33003366199878
borough_117__age_5__activity_0,117,5,45-54,0,inactive,0.1050430527649997,True,borough_age_activity,9,1,0.1050430527649997,0,6,117,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-3.0469495565007096
borough_117__age_5__activity_1,117,5,45-54,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,117,45-54__fairly_active,Gradient Boosting,0.0552685524102014,0.0552685524102014,False,observed_year8,5.52685524102014,5.52685524102014
borough_117__age_5__activity_2,117,5,45-54,2,active,0.125784636191675,True,borough_age_activity,9,1,0.125784636191675,0,6,117,45-54__active,Gradient Boosting,0.14956662887165315,0.14956662887165315,False,observed_year8,14.956662887165315,2.378199267997816
borough_117__age_6__activity_0,117,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,117,55-64__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_117__age_6__activity_1,117,6,55-64,1,fairly_active,0.1067808442964117,True,borough_age_activity,9,1,0.1067808442964117,0,6,117,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-3.2207287096419095
borough_117__age_6__activity_2,117,6,55-64,2,active,0.2031800168575607,True,borough_age_activity,9,1,0.2031800168575607,0,6,117,55-64__active,Gradient Boosting,0.12200585632272368,0.12200585632272368,False,observed_year8,12.200585632272368,-8.117416053483703
borough_117__age_7__activity_0,117,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,117,65-74__inactive,Gradient Boosting,0.044200020271996765,0.044200020271996765,False,observed_year8,4.4200020271996765,4.4200020271996765
borough_117__age_7__activity_1,117,7,65-74,1,fairly_active,0.2090246047430378,True,borough_age_activity,9,1,0.2090246047430378,0,6,117,65-74__fairly_active,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-13.459418555440712
borough_117__age_7__activity_2,117,7,65-74,2,active,0.0970986264055269,True,borough_age_activity,9,1,0.0970986264055269,0,6,117,65-74__active,Gradient Boosting,0.12618940218378796,0.12618940218378796,False,observed_year8,12.618940218378796,2.9090775778261064
borough_117__age_8__activity_0,117,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,117,75-84__inactive,Gradient Boosting,0.04172028694255705,0.04172028694255705,False,observed_year8,4.1720286942557046,4.1720286942557046
borough_117__age_8__activity_1,117,8,75-84,1,fairly_active,0.3174179723206415,True,borough_age_activity,9,1,0.3174179723206415,0,6,117,75-84__fairly_active,Gradient Boosting,0.06073352487240292,0.06073352487240292,False,observed_year8,6.0733524872402915,-25.66844474482386
borough_117__age_8__activity_2,117,8,75-84,2,active,0.112216904018368,True,borough_age_activity,9,1,0.112216904018368,0,6,117,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,observed_year8,10.101238724464826,-1.1204516773719724
borough_117__age_9__activity_0,117,9,85+,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,117,85+__inactive,Gradient Boosting,0.03356019068905464,0.03356019068905464,False,observed_year8,3.3560190689054643,3.3560190689054643
borough_117__age_9__activity_1,117,9,85+,1,fairly_active,,False,borough_age_activity,9,1,,1,6,117,85+__fairly_active,Gradient Boosting,0.04634175498740289,0.04634175498740289,False,missing_year8,4.634175498740289,
borough_117__age_9__activity_2,117,9,85+,2,active,,False,borough_age_activity,9,1,,1,6,117,85+__active,Gradient Boosting,0.03419695978129388,0.03419695978129388,False,missing_year8,3.419695978129388,
borough_122__age_2__activity_0,122,2,16-24,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,16-24__inactive,Gradient Boosting,0.06593381065681012,0.06593381065681012,False,observed_year8,6.593381065681012,6.593381065681012
borough_122__age_2__activity_1,122,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,16-24__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_2__activity_2,122,2,16-24,2,active,0.4464627367556101,True,borough_age_activity,9,1,0.4464627367556101,0,6,122,16-24__active,Gradient Boosting,0.16743439616327696,0.16743439616327696,False,observed_year8,16.743439616327695,-27.902834059233317
borough_122__age_3__activity_0,122,3,25-34,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,25-34__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_3__activity_1,122,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,25-34__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_3__activity_2,122,3,25-34,2,active,0.1964597725852772,True,borough_age_activity,9,1,0.1964597725852772,0,6,122,25-34__active,Gradient Boosting,0.10203758306129167,0.10203758306129167,False,observed_year8,10.203758306129167,-9.442218952398553
borough_122__age_4__activity_0,122,4,35-44,0,inactive,0.1984895258300791,True,borough_age_activity,9,1,0.1984895258300791,0,6,122,35-44__inactive,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-12.40591066414484
borough_122__age_4__activity_1,122,4,35-44,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,35-44__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_4__activity_2,122,4,35-44,2,active,0.0426236580113948,True,borough_age_activity,9,1,0.0426236580113948,0,6,122,35-44__active,Gradient Boosting,0.11911454161255129,0.11911454161255129,False,observed_year8,11.91145416125513,7.649088360115649
borough_122__age_5__activity_0,122,5,45-54,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,45-54__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_5__activity_1,122,5,45-54,1,fairly_active,0.0258721360236383,True,borough_age_activity,9,1,0.0258721360236383,0,6,122,45-54__fairly_active,Gradient Boosting,0.05407752650649063,0.05407752650649063,False,observed_year8,5.407752650649063,2.820539048285233
borough_122__age_5__activity_2,122,5,45-54,2,active,0.1644266399303033,True,borough_age_activity,9,1,0.1644266399303033,0,6,122,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,observed_year8,14.724440865104468,-1.7182231279258608
borough_122__age_6__activity_0,122,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,55-64__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_6__activity_1,122,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_6__activity_2,122,6,55-64,2,active,0.0813477566131832,True,borough_age_activity,9,1,0.0813477566131832,0,6,122,55-64__active,Gradient Boosting,0.13005434105613975,0.13005434105613975,False,observed_year8,13.005434105613976,4.870658444295654
borough_122__age_7__activity_0,122,7,65-74,0,inactive,0.186387109845584,True,borough_age_activity,9,1,0.186387109845584,0,6,122,65-74__inactive,Gradient Boosting,0.06746230733436417,0.06746230733436417,False,observed_year8,6.746230733436417,-11.892480251121981
borough_122__age_7__activity_1,122,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_122__age_7__activity_2,122,7,65-74,2,active,0.0202595268570246,True,borough_age_activity,9,1,0.0202595268570246,0,6,122,65-74__active,Gradient Boosting,0.10923962448163965,0.10923962448163965,False,observed_year8,10.923962448163966,8.898009762461506
borough_122__age_8__activity_0,122,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,75-84__inactive,Gradient Boosting,0.04172028694255705,0.04172028694255705,False,observed_year8,4.1720286942557046,4.1720286942557046
borough_122__age_8__activity_1,122,8,75-84,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,75-84__fairly_active,Gradient Boosting,0.03570170184520261,0.03570170184520261,False,observed_year8,3.5701701845202614,3.5701701845202614
borough_122__age_8__activity_2,122,8,75-84,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,122,75-84__active,Gradient Boosting,0.08821975660914957,0.08821975660914957,False,observed_year8,8.821975660914957,8.821975660914957
borough_122__age_9__activity_0,122,9,85+,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,122,85+__inactive,Gradient Boosting,0.03356019068905464,0.03356019068905464,False,observed_year8,3.3560190689054643,3.3560190689054643
borough_122__age_9__activity_1,122,9,85+,1,fairly_active,,False,borough_age_activity,9,1,,1,6,122,85+__fairly_active,Gradient Boosting,0.04634175498740289,0.04634175498740289,False,missing_year8,4.634175498740289,
borough_122__age_9__activity_2,122,9,85+,2,active,0.3079358167744921,True,borough_age_activity,9,1,0.3079358167744921,0,6,122,85+__active,Gradient Boosting,0.06177568478558519,0.06177568478558519,False,observed_year8,6.177568478558519,-24.61601319889069
borough_126__age_2__activity_0,126,2,16-24,0,inactive,0.1715217411372563,True,borough_age_activity,9,1,0.1715217411372563,0,6,126,16-24__inactive,Gradient Boosting,0.08428199443387391,0.08428199443387391,False,observed_year8,8.42819944338739,-8.723974670338238
borough_126__age_2__activity_1,126,2,16-24,1,fairly_active,0.537475401646733,True,borough_age_activity,9,1,0.537475401646733,0,6,126,16-24__fairly_active,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-46.499801218960506
borough_126__age_2__activity_2,126,2,16-24,2,active,0.1809459423784879,True,borough_age_activity,9,1,0.1809459423784879,0,6,126,16-24__active,Gradient Boosting,0.1693874258947797,0.1693874258947797,False,observed_year8,16.93874258947797,-1.1558516483708203
borough_126__age_3__activity_0,126,3,25-34,0,inactive,0.0601366947750076,True,borough_age_activity,9,1,0.0601366947750076,0,6,126,25-34__inactive,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,0.9138583513077663
borough_126__age_3__activity_1,126,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,126,25-34__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_126__age_3__activity_2,126,3,25-34,2,active,0.175879028570157,True,borough_age_activity,9,1,0.175879028570157,0,6,126,25-34__active,Gradient Boosting,0.09739121809844863,0.09739121809844863,False,observed_year8,9.739121809844862,-7.848781047170837
borough_126__age_4__activity_0,126,4,35-44,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,126,35-44__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_126__age_4__activity_1,126,4,35-44,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,126,35-44__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_126__age_4__activity_2,126,4,35-44,2,active,0.2921551036986043,True,borough_age_activity,9,1,0.2921551036986043,0,6,126,35-44__active,Gradient Boosting,0.11926541128309194,0.11926541128309194,False,observed_year8,11.926541128309195,-17.28896924155124
borough_126__age_5__activity_0,126,5,45-54,0,inactive,0.0613008386672615,True,borough_age_activity,9,1,0.0613008386672615,0,6,126,45-54__inactive,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,0.797443962082376
borough_126__age_5__activity_1,126,5,45-54,1,fairly_active,0.0485321317460946,True,borough_age_activity,9,1,0.0485321317460946,0,6,126,45-54__fairly_active,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,2.074314654199066
borough_126__age_5__activity_2,126,5,45-54,2,active,0.1092123695373343,True,borough_age_activity,9,1,0.1092123695373343,0,6,126,45-54__active,Gradient Boosting,0.16944808303911119,0.16944808303911119,False,observed_year8,16.944808303911117,6.023571350177688
borough_126__age_6__activity_0,126,6,55-64,0,inactive,0.0259685319799201,True,borough_age_activity,9,1,0.0259685319799201,0,6,126,55-64__inactive,Gradient Boosting,0.05024484454501304,0.05024484454501304,False,observed_year8,5.024484454501303,2.4276312565092937
borough_126__age_6__activity_1,126,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,126,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_126__age_6__activity_2,126,6,55-64,2,active,0.0434840337634388,True,borough_age_activity,9,1,0.0434840337634388,0,6,126,55-64__active,Gradient Boosting,0.12475606214423232,0.12475606214423232,False,observed_year8,12.475606214423232,8.127202838079354
borough_126__age_7__activity_0,126,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,126,65-74__inactive,Gradient Boosting,0.044200020271996765,0.044200020271996765,False,observed_year8,4.4200020271996765,4.4200020271996765
borough_126__age_7__activity_1,126,7,65-74,1,fairly_active,0.1147768306825954,True,borough_age_activity,9,1,0.1147768306825954,0,6,126,65-74__fairly_active,Gradient Boosting,0.07390753822593533,0.07390753822593533,False,observed_year8,7.390753822593534,-4.086929245666006
borough_126__age_7__activity_2,126,7,65-74,2,active,0.0484500520866737,True,borough_age_activity,9,1,0.0484500520866737,0,6,126,65-74__active,Gradient Boosting,0.12742229466986332,0.12742229466986332,False,observed_year8,12.742229466986332,7.897224258318962
borough_126__age_8__activity_0,126,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,126,75-84__inactive,Gradient Boosting,0.04172028694255705,0.04172028694255705,False,observed_year8,4.1720286942557046,4.1720286942557046
borough_126__age_8__activity_1,126,8,75-84,1,fairly_active,0.1909334248423664,True,borough_age_activity,9,1,0.1909334248423664,0,6,126,75-84__fairly_active,Gradient Boosting,0.0626865546039057,0.0626865546039057,False,observed_year8,6.268655460390569,-12.82468702384607
borough_126__age_8__activity_2,126,8,75-84,2,active,0.154532194426503,True,borough_age_activity,9,1,0.154532194426503,0,6,126,75-84__active,Gradient Boosting,0.09622288427044332,0.09622288427044332,False,observed_year8,9.622288427044332,-5.8309310156059695
borough_126__age_9__activity_0,126,9,85+,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,126,85+__inactive,Gradient Boosting,0.03356019068905464,0.03356019068905464,False,observed_year8,3.3560190689054643,3.3560190689054643
borough_126__age_9__activity_1,126,9,85+,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,126,85+__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_126__age_9__activity_2,126,9,85+,2,active,,False,borough_age_activity,9,1,,1,6,126,85+__active,Gradient Boosting,0.03419695978129388,0.03419695978129388,False,missing_year8,3.419695978129388,
borough_129__age_2__activity_0,129,2,16-24,0,inactive,0.1357493635402469,True,borough_age_activity,9,1,0.1357493635402469,0,6,129,16-24__inactive,Gradient Boosting,0.08517031394781147,0.08517031394781147,False,observed_year8,8.517031394781146,-5.057904959243542
borough_129__age_2__activity_1,129,2,16-24,1,fairly_active,0.4680699453255141,True,borough_age_activity,9,1,0.4680699453255141,0,6,129,16-24__fairly_active,Gradient Boosting,0.07335971563505407,0.07335971563505407,False,observed_year8,7.3359715635054075,-39.471022969046004
borough_129__age_2__activity_2,129,2,16-24,2,active,0.1906824785409398,True,borough_age_activity,9,1,0.1906824785409398,0,6,129,16-24__active,Gradient Boosting,0.17026975207270587,0.17026975207270587,False,observed_year8,17.026975207270585,-2.041272646823394
borough_129__age_3__activity_0,129,3,25-34,0,inactive,0.3515683259791168,True,borough_age_activity,9,1,0.3515683259791168,0,6,129,25-34__inactive,Gradient Boosting,0.07335971563505407,0.07335971563505407,False,observed_year8,7.3359715635054075,-27.820861034406274
borough_129__age_3__activity_1,129,3,25-34,1,fairly_active,0.5290194321661882,True,borough_age_activity,9,1,0.5290194321661882,0,6,129,25-34__fairly_active,Gradient Boosting,0.07335971563505407,0.07335971563505407,False,observed_year8,7.3359715635054075,-45.565971653113415
borough_129__age_3__activity_2,129,3,25-34,2,active,0.3453182122851688,True,borough_age_activity,9,1,0.3453182122851688,0,6,129,25-34__active,Gradient Boosting,0.10096687950771506,0.10096687950771506,False,observed_year8,10.096687950771505,-24.435133277745376
borough_129__age_4__activity_0,129,4,35-44,0,inactive,0.1665717149069838,True,borough_age_activity,9,1,0.1665717149069838,0,6,129,35-44__inactive,Gradient Boosting,0.07066638040371379,0.07066638040371379,False,observed_year8,7.066638040371378,-9.590533450327001
borough_129__age_4__activity_1,129,4,35-44,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,129,35-44__fairly_active,Gradient Boosting,0.05205555632702416,0.05205555632702416,False,observed_year8,5.205555632702416,5.205555632702416
borough_129__age_4__activity_2,129,4,35-44,2,active,0.2014932121317719,True,borough_age_activity,9,1,0.2014932121317719,0,6,129,35-44__active,Gradient Boosting,0.12210076719252085,0.12210076719252085,False,observed_year8,12.210076719252084,-7.939244493925106
borough_129__age_5__activity_0,129,5,45-54,0,inactive,0.0999095132263879,True,borough_age_activity,9,1,0.0999095132263879,0,6,129,45-54__inactive,Gradient Boosting,0.07519324307829295,0.07519324307829295,False,observed_year8,7.519324307829295,-2.471627014809495
borough_129__age_5__activity_1,129,5,45-54,1,fairly_active,0.2023062007482867,True,borough_age_activity,9,1,0.2023062007482867,0,6,129,45-54__fairly_active,Gradient Boosting,0.07531274536655683,0.07531274536655683,False,observed_year8,7.531274536655682,-12.699345538172988
borough_129__age_5__activity_2,129,5,45-54,2,active,0.2560102433723686,True,borough_age_activity,9,1,0.2560102433723686,0,6,129,45-54__active,Gradient Boosting,0.15401253177552487,0.15401253177552487,False,observed_year8,15.401253177552487,-10.199771159684373
